ID,Site,Subsite,Diver_Team,Date,Transect_Type,Sampling_Period ,Transect_Number,Transect_Heading,Visibility,Species_Code,Species,Abundance,Size_cm,Min_Range_cm,Max_Range_cm,Water_Col_Position,Biomass_kg_m3,Data_Entered_By,Data_Read_By,Notes,QAQC_Name,QAQC_Date,QAQC_Notes
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,HAAU,Tomtate,3,14,,,,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,HAAU,Tomtate,1,15,,,,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,HAAU,Tomtate,1,18,,,,,CR,,,CR,2015-10-30,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,HAAU,Tomtate,20,10,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,HAAU,Tomtate,30,11,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,HAAU,Tomtate,1,22,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,HAAU,Tomtate,20,12,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,HAAU,Tomtate,100,6,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,2015-12-09,Structural,Winter,,,15-20,BLEN,Unknown Blenny,1,,,,R,,HL,,,,,
AR-378_RB1_2015-09-21_S,378,RB1,WF_EA,2015-09-21,Structural,Fall,,,,BLEN,Unknown Blenny,1,1,,,R,,HL,,,HL,2015-11-6,0 errors 
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,2015-09-09,Structural,Fall,,,10,BLEN,Unknown Blenny,1,5,,,R,,CR,,,HL,2015-11-5,"Added visibility, 1 error "
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,BLEN,Unknown Blenny,1,10,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,BLEN,Unknown Blenny,1,12,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,BLEN,Unknown Blenny,1,11,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,BLEN,Unknown Blenny,1,10,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,BLEN,Unknown Blenny,1,10,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,BLEN,Unknown Blenny,3,11,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,BLEN,Unknown Blenny,3,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_INDRA_2015-08-20-S,330,INDRA,CR,2015-08-20,Structural,Summer,,0,,BLEN,Unknown Blenny,1,11,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, added transect heading, 2 errors"
AR-330_INDRA_2015-08-20-S,330,INDRA,CR,2015-08-20,Structural,Summer,,0,,BLEN,Unknown Blenny,1,3,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, added transect heading, 2 errors"
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,BLEN,Unknown Blenny,1,5,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,BLEN,Unknown Blenny,2,8,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,BLEN,Unknown Blenny,1,5,,,R,,HL,,,CR,2015-10-30,0 errors
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,BLEN,Unknown Blenny,1,9,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,BLEN,Unknown Blenny,2,8,,,R,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,BLEN,Unknown Blenny,1,,,,R,,HL,,Couldn't see size,HL,2015-11-35,0 errors 
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,BLEN,Unknown Blenny,N/A,N/A,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-345_TITAN_2015-08-10_S,345,TITAN,CR_GS,2015-08-10,Structural,Summer,,,,BLEN,Unknown Blenny,1,5,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-345_TITAN_2015-08-10_S,345,TITAN,CR_GS,2015-08-10,Structural,Summer,,,,BLEN,Unknown Blenny,1,5,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,BLEN,Unknown Blenny,1,8,,,R,,CR,,Not sure of ID,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,BLEN,Unknown Blenny,1,6,,,R,,CR,,Not sure of ID,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,BLEN,Unknown Blenny,1,5,,,R,,CR,,Not sure of ID,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,BLEN,Unknown Blenny,1,10,,,R,,CR,,Not sure of ID,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,BLEN,Unknown Blenny,1,5,,,R,,CR,Striped,,,,
AR-378_NR1_2015-09-14_S,378,NR1,WF_CR,2015-09-14,Structural,Fall,,,,CHAE,Unknown Butterflyfish,1,4,,,,,HL,,,HL,2015-11-5,0 errors
AR-330_BARGE_2015-08-20_S,330,BARGE,HL,2015-08-20,Structural,Summer,,,,UNK,Unknown Fish Species,2,6,,,R,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,UNK,Unknown Fish Species,5,3,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_INDRA_2015-08-20-S,330,INDRA,CR,2015-08-20,Structural,Summer,,0,,UNK,Unknown Fish Species,2,11,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, added transect heading, 2 errors"
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,2015-09-03,Radiating,Fall,1,,,UNK,Unknown Fish Species,2,3,,,R,,CR,,,CR,2015-10-30,0 errors
AR-370_NR2_2015-09-09_R,370,NR2,HL_AV,2015-09-09,Radiating,Fall,3,270,,UNK,Unknown Fish Species,1,90,,,R,,HL,,,HL,2015-11-5,0 errors
AR-372_PODS_2015-09-02_R_T2,372,PODS,CR_WF,2015-09-02,Radiating,Fall,2,0,,UNK,Unknown Fish Species,1,15,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-372_PODS_2015-09-02_R_T3,372,PODS,CR_WF,2015-09-02,Radiating,Fall,3,0,,UNK,Unknown Fish Species,8,16,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,2015-07-17,Structural,Summer,,,,UNK,Unknown Fish Species,1,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-364_TUGBOAT_2015-09-21_R_T2,364,TUGBOAT,WF_ER,2015-09-21,Radiating,Fall,2,,16,UNK,Unknown Fish Species,1,3,,,R,,HL,,,CR,2015-11-06,"Added abundance and size, 2 errors"
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,PARA,Unknown Flounder,1,35,,,R,,CR,,,,,
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,PARA,Unknown Flounder,1,30,,,R,,CR,,,,,
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,PARA,Unknown Flounder,1,40,,,R,,CR,,,,,
AR-364_DOMES_2015-09-21_R_T1,364,DOMES,WF_EA,2015-09-21,Radiating,Fall,1,80,13,PARA,Unknown Flounder,1,35,,,,,CR,,Flounder without spots,CR,2015-11-03,0 errors
AR-330_H-UNITS_2016-01-15_R_T1,330,H-UNITS,CR_SO,2016-01-15,Radiating,Winter,1,180,15,PARA,Unknown Flounder,1,11,,,R,,CR,,H-UNIT at 6 m and 9 m,,,
AR-378_PODS_2015-09-14_R_T1,378,PODS,CR_WF,2015-09-14,Radiating,Fall,1,,,PARA,Unknown Flounder,1,25,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_BARGE_2015-12-11_R_T3,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,3,315,35-40,MULL,Unknown Goatfish,3,23,,,R,,CR,,Sailboat at 32-45 m,,,
AR-330_INDRA_2015-12-11_R_T1,330,INDRA,CR_HL,2015-12-11,Radiating,Winter,1,90,35,MULL,Unknown Goatfish,2,20,,,R,,CR,,Or spotted?,,,
AR-372_PODS_2015-12-09_S,372,PODS,CR_HL,2015-12-09,Structural,Winter,,,10-15,MULL,Unknown Goatfish,3,19,,,R,,CR,,Or spotted goatfish,,,
AR-345_RB2_2015-10-15_R_T1,345,RB2,WF_ML,2015-10-15,Radiating,Fall,1,90,,MULL,Unknown Goatfish,7,,10,15,,,CR,,,HL,2015-11-6,0 errors 
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,MULL,Unknown Goatfish,1,26,,,R,,CR,,Or Spotted Goatfish?,CR,2015-11-03,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,GOBY,Unknown Goby,1,3,,,R,,HL,,,CR,2015-10-30,0 errors
AR-364_PODS_2015-09-21_R_T3,364,PODS,HL_BW,2015-09-21,Radiating,Fall,3,,10-12,GOBY,Unknown Goby,1,5,,,R,,,,Goby with orange stripes,CR,2015-11-03,Data not entered
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,GRUN,Unknown Grunt,1,8,,,R,,HL,,,HL,2015-11-3,0 errors
AR-330_BARGE_2015-12-11_R_T1,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,1,315,35-40,GRUN,Unknown Grunt,5,15,,,R,,CR,,Stripes,,,
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,GRUN,Unknown Grunt,1,4,,,R,,HL,,,CR,2015-10-30,0 errors
AR-370_NR1_2015-09-09_R_T2,370,NR1,CR_BW,2015-09-09,Radiating,Fall,2,275,,GRUN,Unknown Grunt,1,12,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-372_NR1_2015-09-02_S,372,NR1,CR_WF,2015-09-02,Structural,Fall,,121,,GRUN,Unknown Grunt,1,12,,,R,,CR,,,HL,2015-11-3,0 errors
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,GRUN,Unknown Grunt,1,5,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,GRUN,Unknown Grunt,1,7,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,GRUN,Unknown Grunt,1,7,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-372_NR2_2015-09-02_R_T1,372,NR2,CR_WF,2015-09-02,Radiating,Fall,1,0,,GRUN,Unknown Grunt,1,,,,,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_R_T1,372,NR2,CR_WF,2015-09-02,Radiating,Fall,1,0,,GRUN,Unknown Grunt,50,7,,,,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_S,372,NR2,HL_BW,2015-09-02,Structural,Fall,,,12,GRUN,Unknown Grunt,3,,3,5,R,,HL,,,HL,2015-11-3,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,2015-09-08,Structural,Fall,,,,GRUN,Unknown Grunt,1,8,,,R,,HL,,,CR,2015-10-30,0 errors
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,GRUN,Unknown Grunt,1,5,,,,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,GRUN,Unknown Grunt,1,8,,,R,,HL,,,HL,2015-11-36,0 errors 
AR-372_PODS_2015-09-02_R_T1,372,PODS,CR_WF,2015-09-02,Radiating,Fall,1,0,,GRUN,Unknown Grunt,20,10,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-372_TRAINCARS_2015-09-03_R_T1,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,1,305,,GRUN,Unknown Grunt,2,4,,,R,,HL,,,CR/HL,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CARA,Unknown Jack,2,?,,,,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CARA,Unknown Jack,1,23,,,R,,CR,,,CR,2015-10-30,0 errors
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,2015-09-09,Structural,Fall,,,10,CARA,Unknown Jack,1,14,,,R,,CR,,,HL,2015-11-5,"Added visibility, 1 error "
AR-330_INDRA_2015-09-08_R_T1,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,1,70,,CARA,Unknown Jack,1,12,,,,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_R_T1,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,1,70,,JDAM,Unknown Juvenile Damselfish,1,7,,,R,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_R_T1,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,1,70,,JDAM,Unknown Juvenile Damselfish,1,5,,,R,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,JDAM,Unknown Juvenile Damselfish,1,6,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,JDAM,Unknown Juvenile Damselfish,2,3,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,JDAM,Unknown Juvenile Damselfish,1,4,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,JDAM,Unknown Juvenile Damselfish,1,5,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,JDAM,Unknown Juvenile Damselfish,2,5,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,JDAM,Unknown Juvenile Damselfish,2,2,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-09-08_S,330,INDRA,HL_WF,2015-09-08,Structural,Fall,,,,JDAM,Unknown Juvenile Damselfish,1,7,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,JGRU,Unknown Juvenile Grunt,2000,10,,,,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,2015-07-17,Structural,Summer,,,,JGRU,Unknown Juvenile Grunt,10,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,2015-07-17,Structural,Summer,,,,JGRU,Unknown Juvenile Grunt,10,8,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-364_BARGE_2015-12-10_R_T2,364,BARGE,WF_MD,2015-12-10,Radiating,Winter,2,330,15,SYNO,Unknown Lizardfish,1,20,,,,,CR,,,,,
AR-372_NR2_2015-12-09_R_T5,372,NR2,WF_LB,2015-12-09,Radiating,Winter,5,180-240,,SYNO,Unknown Lizardfish,1,30,,,,,CR,,,,,
AR-372_PODS_2015-09-02_R_T1,372,PODS,WF_LB,2015-12-09,Radiating,Winter,1,45 (15-60),10-15,SYNO,Unknown Lizardfish,1,25,,,,,CR,,,,,
AR-372_PODS_2015-09-02_R_T4,372,PODS,WF_LB,2015-12-09,Radiating,Winter,4,45 (15-60),10-15,SYNO,Unknown Lizardfish,1,15,,,,,CR,,,,,
AR-372_RB1_2015-12-09_R_T2,372,RB1,WF_LB,2015-12-09,Radiating,Winter,2,30,10,SYNO,Unknown Lizardfish,1,30,,,,,CR,,transect ran between 2 other reef balls during the first 30 m,,,
AR-372_RB1_2015-12-09_R_T3,372,RB1,WF_LB,2015-12-09,Radiating,Winter,3,30,10,SYNO,Unknown Lizardfish,1,25,,,,,CR,,,,,
AR-372_RB1_2015-12-09_R_T3,372,RB1,WF_LB,2015-12-09,Radiating,Winter,3,30,10,SYNO,Unknown Lizardfish,1,20,,,,,CR,,,,,
AR-330_BARGE_2015-12-11_R_T2,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,2,315,35-40,GERR,Unknown Mojarra,2,15,,,R,,CR,,,,,
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,BELO,Unknown Needlefish,3,13,,,,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-345_TITAN_2015-07-17_S,345,TITAN,HL_AP,2015-07-17,Structural,Summer,,,,BELO,Unknown Needlefish,2,28,,,S,,CR,HL,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,0 errors
AR-330_BARGE_2015-08-20_S,330,BARGE,HL,2015-08-20,Structural,Summer,,,,PORG,Unknown Porgy,1,20,,,R,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,PORG,Unknown Porgy,2,,25,30,R,,HL,,Porgy w stripe and caudal dot,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,PORG,Unknown Porgy,1,,20,25,R,,HL,,Porgy w/ stripe and caudal dot,CR,2015-11-03,0 errors
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,2015-12-09,Radiating,Winter,1,270,15-20,PORG,Unknown Porgy,1,15,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,2015-12-09,Radiating,Winter,1,270,15-20,PORG,Unknown Porgy,1,25,,,,,CR,,,,,
AR-372_NR1_2015-12-03_S,372,NR1,HL_CR,2015-12-03,Structural,Winter,,270,8-10,PORG,Unknown Porgy,1,12,,,R,,HL,,,,,
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,2015-09-08,Radiating,Fall,1,300,,PORG,Unknown Porgy,1,29,,,R,,CR,,,CR,2015-10-30,0 errors
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,PORG,Unknown Porgy,1,23,,,R,,CR,,maybe sheepshead porgy,CR,2015-11-03,0 errors
AR-345_RB1_2015-10-15_R_T1,345,RB1,WF_ML,2015-10-15,Radiating,Fall,1,150-180,15,PORG,Unknown Porgy,1,15,,,,,CR,,,HL,2015-11-6,"ID site changed, 1 error"
AR-370_LIBERTYSHIP_2015-09-03_R_T3,370,LIBERTYSHIP ,WF_JS,2015-09-03,Radiating,Fall,3,,,TETR,Unknown Puffer,1,10,,,R,,CR,,"No ID, too quick",CR,2015-10-30,0 errors
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,SEAB,Unknown Seabass,1,13,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,SEAB,Unknown Seabass,1,30,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,SEAB,Unknown Seabass,1,25,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-345_RB1_2015-10-15_R_T2,345,RB1,WF_ML,2015-10-15,Radiating,Fall,2,150-180,15,PRIO,Unknown Searobin,1,6,,,,,CR,,,HL,2015-11-6,"ID site changed, 1 error"
AR-372_NR1_2015-09-02_R_T1_T2_T3,372,NR1,JF_JS,2015-09-02,Radiating,Fall,,0,,SYSP,Unknown Synodus,1,30,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,LABR,Unknown Wrasse,1,10,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_DOMES_2015-09-21_S,364,DOMES,HL_BW,2015-09-21,Structural,Fall,,,,UNK,Unknown Fish Species,1,26,,,R,,HL,,,CR,2015-11-03,0 errors
AR-370_NR2_2015-09-09_R_T3,370,NR2,HL_AV,2015-09-09,Radiating,Fall,3,270,,UNK,Unknown Fish Species,1,91,,,R,,HL,,,HL,2015-11-5,0 errors 
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,GRUN,Unknown Grunt,1,13,,,R,,CR,,probably white grunt,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,GRUN,Unknown Grunt,1,11,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,GRUN,Unknown Grunt,1,10,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,GRUN,Unknown Grunt,1,9,,,R,,CR,,,CR,2015-10-30,0 errors
AR-378_RB1_2015-09-14_S,378,RB1,HL_CR,2015-09-14,Structural,Fall,,,,SPHY,Unknown Hammerhead,1,140,,,R,,HL,,,CR,2015-11-03,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,CARA,Unknown Jack,2,,,,W,,HL,,,CR,2015-10-30,0 errors
AR-372_NR2_2015-12-09_R_T1,372,NR2,WF_LB,2015-12-09,Radiating,Winter,1,180-240,,PORG,Unknown Porgy,2,18,,,,,CR,,some low relief hard bottom the whole way,,,
AR-364_TUGBOAT_2015-09-21_R_T1,364,TUGBOAT,WF_ER,2015-09-21,Radiating,Fall,1,,16,PORG,Unknown Porgy,1,10,,,R,,HL,,,CR,2015-11-06,0 errors
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,HAPL,White Grunt,1,27,,,R,,CR,,,,,
AR-364_BARGE_2015-12-10_S,364,BARGE,CR_LB,2015-12-10,Structural,Winter,,,10,HAPL,White grunt,1,23,,,R,,CR,,,,,
AR-330_INDRA_2015-08-20_R_T1_T2,330,INDRA,HL,2015-08-20,Radiating,Fall,1_2,60,,HAPL,White Grunt,1,13,,,R,,CR,HL,,HL,2015-11-3,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_R_T1,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,1,70,,HAPL,White Grunt,1,23,,,R,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,HAPL,White Grunt,2,14,,,R,,HL,,,CR,2015-10-30,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,HAPL,White Grunt,2,11,,,R,,HL,,,CR,2015-10-30,0 errors
AR-372_NR1_2015-09-02_R_T1_T2_T3,372,NR1,JF_JS,2015-09-02,Radiating,Fall,,0,,HAPL,White Grunt,2,20,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,HAPL,White Grunt,5,25,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,HAPL,White Grunt,1,27,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-372_NR2_2015-09-02_S,372,NR2,HL_BW,2015-09-02,Structural,Fall,,,12,HAPL,White Grunt,1,15,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,HAPL,White grunt,1,30,,,R,,CR,,,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,HAPL,White grunt,1,40,,,R,,CR,,,,,
